[2024-12-19T06:52:07.312+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-19T06:52:07.339+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_order_products manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:52:07.354+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_order_products manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:52:07.355+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-19T06:59:11.853+0000] {logging_mixin.py:190} INFO - Batch 245: 1000 rows inserted
[2024-12-19T06:59:11.915+0000] {logging_mixin.py:190} INFO - Batch 246: 1000 rows inserted
[2024-12-19T06:59:11.996+0000] {logging_mixin.py:190} INFO - Batch 247: 1000 rows inserted
[2024-12-19T06:59:12.102+0000] {logging_mixin.py:190} INFO - Batch 248: 1000 rows inserted
[2024-12-19T06:59:12.153+0000] {logging_mixin.py:190} INFO - Batch 249: 1000 rows inserted
[2024-12-19T06:59:12.207+0000] {logging_mixin.py:190} INFO - Batch 250: 1000 rows inserted
[2024-12-19T06:59:12.257+0000] {logging_mixin.py:190} INFO - Batch 251: 1000 rows inserted
[2024-12-19T06:59:12.322+0000] {logging_mixin.py:190} INFO - Batch 252: 1000 rows inserted
[2024-12-19T06:59:12.425+0000] {logging_mixin.py:190} INFO - Batch 253: 1000 rows inserted
[2024-12-19T06:59:12.470+0000] {logging_mixin.py:190} INFO - Batch 254: 1000 rows inserted
[2024-12-19T06:59:12.517+0000] {logging_mixin.py:190} INFO - Batch 255: 1000 rows inserted
[2024-12-19T06:59:12.563+0000] {logging_mixin.py:190} INFO - Batch 256: 1000 rows inserted
[2024-12-19T06:59:12.614+0000] {logging_mixin.py:190} INFO - Batch 257: 1000 rows inserted
[2024-12-19T06:59:12.682+0000] {logging_mixin.py:190} INFO - Batch 258: 1000 rows inserted
[2024-12-19T06:59:12.729+0000] {logging_mixin.py:190} INFO - Batch 259: 1000 rows inserted
[2024-12-19T06:59:12.776+0000] {logging_mixin.py:190} INFO - Batch 260: 1000 rows inserted
[2024-12-19T06:59:12.838+0000] {logging_mixin.py:190} INFO - Batch 261: 1000 rows inserted
[2024-12-19T06:59:12.952+0000] {logging_mixin.py:190} INFO - Batch 262: 1000 rows inserted
[2024-12-19T06:59:13.000+0000] {logging_mixin.py:190} INFO - Batch 263: 1000 rows inserted
[2024-12-19T06:59:13.053+0000] {logging_mixin.py:190} INFO - Batch 264: 1000 rows inserted
[2024-12-19T06:59:13.109+0000] {logging_mixin.py:190} INFO - Batch 265: 1000 rows inserted
[2024-12-19T06:59:13.168+0000] {logging_mixin.py:190} INFO - Batch 266: 1000 rows inserted
[2024-12-19T06:59:13.243+0000] {logging_mixin.py:190} INFO - Batch 267: 1000 rows inserted
[2024-12-19T06:59:13.303+0000] {logging_mixin.py:190} INFO - Batch 268: 1000 rows inserted
[2024-12-19T06:59:13.359+0000] {logging_mixin.py:190} INFO - Batch 269: 1000 rows inserted
[2024-12-19T06:59:13.434+0000] {logging_mixin.py:190} INFO - Batch 270: 1000 rows inserted
[2024-12-19T06:59:13.498+0000] {logging_mixin.py:190} INFO - Batch 271: 1000 rows inserted
[2024-12-19T06:59:13.548+0000] {logging_mixin.py:190} INFO - Batch 272: 1000 rows inserted
[2024-12-19T06:59:13.606+0000] {logging_mixin.py:190} INFO - Batch 273: 1000 rows inserted
[2024-12-19T06:59:13.664+0000] {logging_mixin.py:190} INFO - Batch 274: 1000 rows inserted
[2024-12-19T06:59:13.745+0000] {logging_mixin.py:190} INFO - Batch 275: 1000 rows inserted
[2024-12-19T06:59:13.803+0000] {logging_mixin.py:190} INFO - Batch 276: 1000 rows inserted
[2024-12-19T06:59:13.864+0000] {logging_mixin.py:190} INFO - Batch 277: 1000 rows inserted
[2024-12-19T06:59:13.925+0000] {logging_mixin.py:190} INFO - Batch 278: 1000 rows inserted
[2024-12-19T06:59:13.975+0000] {logging_mixin.py:190} INFO - Batch 279: 1000 rows inserted
[2024-12-19T06:59:14.024+0000] {logging_mixin.py:190} INFO - Batch 280: 1000 rows inserted
[2024-12-19T06:59:14.072+0000] {logging_mixin.py:190} INFO - Batch 281: 1000 rows inserted
[2024-12-19T06:59:14.119+0000] {logging_mixin.py:190} INFO - Batch 282: 1000 rows inserted
[2024-12-19T06:59:14.172+0000] {logging_mixin.py:190} INFO - Batch 283: 1000 rows inserted
[2024-12-19T06:59:14.233+0000] {logging_mixin.py:190} INFO - Batch 284: 1000 rows inserted
[2024-12-19T06:59:14.292+0000] {logging_mixin.py:190} INFO - Batch 285: 1000 rows inserted
[2024-12-19T06:59:14.349+0000] {logging_mixin.py:190} INFO - Batch 286: 1000 rows inserted
[2024-12-19T06:59:14.412+0000] {logging_mixin.py:190} INFO - Batch 287: 1000 rows inserted
[2024-12-19T06:59:14.466+0000] {logging_mixin.py:190} INFO - Batch 288: 1000 rows inserted
[2024-12-19T06:59:14.538+0000] {logging_mixin.py:190} INFO - Batch 289: 1000 rows inserted
[2024-12-19T06:59:14.614+0000] {logging_mixin.py:190} INFO - Batch 290: 1000 rows inserted
[2024-12-19T06:59:14.678+0000] {logging_mixin.py:190} INFO - Batch 291: 1000 rows inserted
[2024-12-19T06:59:14.750+0000] {logging_mixin.py:190} INFO - Batch 292: 1000 rows inserted
[2024-12-19T06:59:14.817+0000] {logging_mixin.py:190} INFO - Batch 293: 1000 rows inserted
[2024-12-19T06:59:14.868+0000] {logging_mixin.py:190} INFO - Batch 294: 1000 rows inserted
[2024-12-19T06:59:14.914+0000] {logging_mixin.py:190} INFO - Batch 295: 1000 rows inserted
[2024-12-19T06:59:14.965+0000] {logging_mixin.py:190} INFO - Batch 296: 1000 rows inserted
[2024-12-19T06:59:15.018+0000] {logging_mixin.py:190} INFO - Batch 297: 1000 rows inserted
[2024-12-19T06:59:15.068+0000] {logging_mixin.py:190} INFO - Batch 298: 1000 rows inserted
[2024-12-19T06:59:15.124+0000] {logging_mixin.py:190} INFO - Batch 299: 1000 rows inserted
[2024-12-19T06:59:15.175+0000] {logging_mixin.py:190} INFO - Batch 300: 1000 rows inserted
[2024-12-19T06:59:15.225+0000] {logging_mixin.py:190} INFO - Batch 301: 1000 rows inserted
[2024-12-19T06:59:15.278+0000] {logging_mixin.py:190} INFO - Batch 302: 1000 rows inserted
[2024-12-19T06:59:15.335+0000] {logging_mixin.py:190} INFO - Batch 303: 1000 rows inserted
[2024-12-19T06:59:15.399+0000] {logging_mixin.py:190} INFO - Batch 304: 1000 rows inserted
[2024-12-19T06:59:15.456+0000] {logging_mixin.py:190} INFO - Batch 305: 1000 rows inserted
[2024-12-19T06:59:15.513+0000] {logging_mixin.py:190} INFO - Batch 306: 1000 rows inserted
[2024-12-19T06:59:15.570+0000] {logging_mixin.py:190} INFO - Batch 307: 1000 rows inserted
[2024-12-19T06:59:15.635+0000] {logging_mixin.py:190} INFO - Batch 308: 1000 rows inserted
[2024-12-19T06:59:15.699+0000] {logging_mixin.py:190} INFO - Batch 309: 1000 rows inserted
[2024-12-19T06:59:15.758+0000] {logging_mixin.py:190} INFO - Batch 310: 1000 rows inserted
[2024-12-19T06:59:15.811+0000] {logging_mixin.py:190} INFO - Batch 311: 1000 rows inserted
[2024-12-19T06:59:15.866+0000] {logging_mixin.py:190} INFO - Batch 312: 1000 rows inserted
[2024-12-19T06:59:15.930+0000] {logging_mixin.py:190} INFO - Batch 313: 1000 rows inserted
[2024-12-19T06:59:15.989+0000] {logging_mixin.py:190} INFO - Batch 314: 1000 rows inserted
[2024-12-19T06:59:16.044+0000] {logging_mixin.py:190} INFO - Batch 315: 1000 rows inserted
[2024-12-19T06:59:16.099+0000] {logging_mixin.py:190} INFO - Batch 316: 1000 rows inserted
[2024-12-19T06:59:16.163+0000] {logging_mixin.py:190} INFO - Batch 317: 1000 rows inserted
[2024-12-19T06:59:16.719+0000] {logging_mixin.py:190} INFO - Batch 318: 1000 rows inserted
[2024-12-19T06:59:16.785+0000] {logging_mixin.py:190} INFO - Batch 319: 1000 rows inserted
[2024-12-19T06:59:16.929+0000] {logging_mixin.py:190} INFO - Batch 320: 1000 rows inserted
[2024-12-19T06:59:16.989+0000] {logging_mixin.py:190} INFO - Batch 321: 1000 rows inserted
[2024-12-19T06:59:17.069+0000] {logging_mixin.py:190} INFO - Batch 322: 1000 rows inserted
[2024-12-19T06:59:17.117+0000] {logging_mixin.py:190} INFO - Batch 323: 1000 rows inserted
[2024-12-19T06:59:17.197+0000] {logging_mixin.py:190} INFO - Batch 324: 1000 rows inserted
[2024-12-19T06:59:17.262+0000] {logging_mixin.py:190} INFO - Batch 325: 1000 rows inserted
[2024-12-19T06:59:17.374+0000] {logging_mixin.py:190} INFO - Batch 326: 1000 rows inserted
[2024-12-19T06:59:17.477+0000] {logging_mixin.py:190} INFO - Batch 327: 1000 rows inserted
[2024-12-19T06:59:17.544+0000] {logging_mixin.py:190} INFO - Batch 328: 1000 rows inserted
[2024-12-19T06:59:17.696+0000] {logging_mixin.py:190} INFO - Batch 329: 1000 rows inserted
[2024-12-19T06:59:17.828+0000] {logging_mixin.py:190} INFO - Batch 330: 1000 rows inserted
[2024-12-19T06:59:17.896+0000] {logging_mixin.py:190} INFO - Batch 331: 1000 rows inserted
[2024-12-19T06:59:17.993+0000] {logging_mixin.py:190} INFO - Batch 332: 1000 rows inserted
[2024-12-19T06:59:18.154+0000] {logging_mixin.py:190} INFO - Batch 333: 1000 rows inserted
[2024-12-19T06:59:18.243+0000] {logging_mixin.py:190} INFO - Batch 334: 1000 rows inserted
[2024-12-19T06:59:18.302+0000] {logging_mixin.py:190} INFO - Batch 335: 1000 rows inserted
[2024-12-19T06:59:18.545+0000] {logging_mixin.py:190} INFO - Batch 336: 1000 rows inserted
[2024-12-19T06:59:18.611+0000] {logging_mixin.py:190} INFO - Batch 337: 1000 rows inserted
[2024-12-19T06:59:18.675+0000] {logging_mixin.py:190} INFO - Batch 338: 1000 rows inserted
[2024-12-19T06:59:18.745+0000] {logging_mixin.py:190} INFO - Batch 339: 1000 rows inserted
[2024-12-19T06:59:18.812+0000] {logging_mixin.py:190} INFO - Batch 340: 1000 rows inserted
[2024-12-19T06:59:18.881+0000] {logging_mixin.py:190} INFO - Batch 341: 1000 rows inserted
[2024-12-19T06:59:18.944+0000] {logging_mixin.py:190} INFO - Batch 342: 1000 rows inserted
[2024-12-19T06:59:19.015+0000] {logging_mixin.py:190} INFO - Batch 343: 1000 rows inserted
[2024-12-19T06:59:19.073+0000] {logging_mixin.py:190} INFO - Batch 344: 1000 rows inserted
[2024-12-19T06:59:19.134+0000] {logging_mixin.py:190} INFO - Batch 345: 1000 rows inserted
[2024-12-19T06:59:19.193+0000] {logging_mixin.py:190} INFO - Batch 346: 1000 rows inserted
[2024-12-19T06:59:19.276+0000] {logging_mixin.py:190} INFO - Batch 347: 1000 rows inserted
[2024-12-19T06:59:19.349+0000] {logging_mixin.py:190} INFO - Batch 348: 1000 rows inserted
[2024-12-19T06:59:19.425+0000] {logging_mixin.py:190} INFO - Batch 349: 1000 rows inserted
[2024-12-19T06:59:19.507+0000] {logging_mixin.py:190} INFO - Batch 350: 1000 rows inserted
[2024-12-19T06:59:19.576+0000] {logging_mixin.py:190} INFO - Batch 351: 1000 rows inserted
[2024-12-19T06:59:19.642+0000] {logging_mixin.py:190} INFO - Batch 352: 1000 rows inserted
[2024-12-19T06:59:19.711+0000] {logging_mixin.py:190} INFO - Batch 353: 1000 rows inserted
[2024-12-19T06:59:19.793+0000] {logging_mixin.py:190} INFO - Batch 354: 1000 rows inserted
[2024-12-19T06:59:19.853+0000] {logging_mixin.py:190} INFO - Batch 355: 1000 rows inserted
[2024-12-19T06:59:19.913+0000] {logging_mixin.py:190} INFO - Batch 356: 1000 rows inserted
[2024-12-19T06:59:19.976+0000] {logging_mixin.py:190} INFO - Batch 357: 1000 rows inserted
[2024-12-19T06:59:20.060+0000] {logging_mixin.py:190} INFO - Batch 358: 1000 rows inserted
[2024-12-19T06:59:20.144+0000] {logging_mixin.py:190} INFO - Batch 359: 1000 rows inserted
[2024-12-19T06:59:20.218+0000] {logging_mixin.py:190} INFO - Batch 360: 1000 rows inserted
[2024-12-19T06:59:20.273+0000] {logging_mixin.py:190} INFO - Batch 361: 1000 rows inserted
[2024-12-19T06:59:20.326+0000] {logging_mixin.py:190} INFO - Batch 362: 1000 rows inserted
[2024-12-19T06:59:20.402+0000] {logging_mixin.py:190} INFO - Batch 363: 1000 rows inserted
[2024-12-19T06:59:20.473+0000] {logging_mixin.py:190} INFO - Batch 364: 1000 rows inserted
[2024-12-19T06:59:20.529+0000] {logging_mixin.py:190} INFO - Batch 365: 1000 rows inserted
[2024-12-19T06:59:20.591+0000] {logging_mixin.py:190} INFO - Batch 366: 1000 rows inserted
[2024-12-19T06:59:20.646+0000] {logging_mixin.py:190} INFO - Batch 367: 1000 rows inserted
[2024-12-19T06:59:20.721+0000] {logging_mixin.py:190} INFO - Batch 368: 1000 rows inserted
[2024-12-19T06:59:20.783+0000] {logging_mixin.py:190} INFO - Batch 369: 1000 rows inserted
[2024-12-19T06:59:20.852+0000] {logging_mixin.py:190} INFO - Batch 370: 1000 rows inserted
[2024-12-19T06:59:20.919+0000] {logging_mixin.py:190} INFO - Batch 371: 1000 rows inserted
[2024-12-19T06:59:20.974+0000] {logging_mixin.py:190} INFO - Batch 372: 1000 rows inserted
[2024-12-19T06:59:21.030+0000] {logging_mixin.py:190} INFO - Batch 373: 1000 rows inserted
[2024-12-19T06:59:21.087+0000] {logging_mixin.py:190} INFO - Batch 374: 1000 rows inserted
[2024-12-19T06:59:21.141+0000] {logging_mixin.py:190} INFO - Batch 375: 1000 rows inserted
[2024-12-19T06:59:21.195+0000] {logging_mixin.py:190} INFO - Batch 376: 1000 rows inserted
[2024-12-19T06:59:21.246+0000] {logging_mixin.py:190} INFO - Batch 377: 1000 rows inserted
[2024-12-19T06:59:21.315+0000] {logging_mixin.py:190} INFO - Batch 378: 1000 rows inserted
[2024-12-19T06:59:21.365+0000] {logging_mixin.py:190} INFO - Batch 379: 1000 rows inserted
[2024-12-19T06:59:21.433+0000] {logging_mixin.py:190} INFO - Batch 380: 1000 rows inserted
[2024-12-19T06:59:21.496+0000] {logging_mixin.py:190} INFO - Batch 381: 1000 rows inserted
[2024-12-19T06:59:21.573+0000] {logging_mixin.py:190} INFO - Batch 382: 1000 rows inserted
[2024-12-19T06:59:21.645+0000] {logging_mixin.py:190} INFO - Batch 383: 1000 rows inserted
[2024-12-19T06:59:21.722+0000] {logging_mixin.py:190} INFO - Batch 384: 1000 rows inserted
[2024-12-19T06:59:21.778+0000] {logging_mixin.py:190} INFO - Batch 385: 1000 rows inserted
[2024-12-19T06:59:21.838+0000] {logging_mixin.py:190} INFO - Batch 386: 1000 rows inserted
[2024-12-19T06:59:21.898+0000] {logging_mixin.py:190} INFO - Batch 387: 1000 rows inserted
[2024-12-19T06:59:21.964+0000] {logging_mixin.py:190} INFO - Batch 388: 1000 rows inserted
[2024-12-19T06:59:22.048+0000] {logging_mixin.py:190} INFO - Batch 389: 1000 rows inserted
[2024-12-19T06:59:22.115+0000] {logging_mixin.py:190} INFO - Batch 390: 1000 rows inserted
[2024-12-19T06:59:22.175+0000] {logging_mixin.py:190} INFO - Batch 391: 1000 rows inserted
[2024-12-19T06:59:22.236+0000] {logging_mixin.py:190} INFO - Batch 392: 1000 rows inserted
[2024-12-19T06:59:22.303+0000] {logging_mixin.py:190} INFO - Batch 393: 1000 rows inserted
[2024-12-19T06:59:22.359+0000] {logging_mixin.py:190} INFO - Batch 394: 1000 rows inserted
[2024-12-19T06:59:22.423+0000] {logging_mixin.py:190} INFO - Batch 395: 1000 rows inserted
[2024-12-19T06:59:22.487+0000] {logging_mixin.py:190} INFO - Batch 396: 1000 rows inserted
[2024-12-19T06:59:22.546+0000] {logging_mixin.py:190} INFO - Batch 397: 1000 rows inserted
[2024-12-19T06:59:22.615+0000] {logging_mixin.py:190} INFO - Batch 398: 1000 rows inserted
[2024-12-19T06:59:22.686+0000] {logging_mixin.py:190} INFO - Batch 399: 1000 rows inserted
[2024-12-19T06:59:22.761+0000] {logging_mixin.py:190} INFO - Batch 400: 1000 rows inserted
[2024-12-19T06:59:22.821+0000] {logging_mixin.py:190} INFO - Batch 401: 1000 rows inserted
[2024-12-19T06:59:22.873+0000] {logging_mixin.py:190} INFO - Batch 402: 1000 rows inserted
[2024-12-19T06:59:22.934+0000] {logging_mixin.py:190} INFO - Batch 403: 1000 rows inserted
[2024-12-19T06:59:23.000+0000] {logging_mixin.py:190} INFO - Batch 404: 1000 rows inserted
[2024-12-19T06:59:23.077+0000] {logging_mixin.py:190} INFO - Batch 405: 1000 rows inserted
[2024-12-19T06:59:23.153+0000] {logging_mixin.py:190} INFO - Batch 406: 1000 rows inserted
[2024-12-19T06:59:23.216+0000] {logging_mixin.py:190} INFO - Batch 407: 1000 rows inserted
[2024-12-19T06:59:23.287+0000] {logging_mixin.py:190} INFO - Batch 408: 1000 rows inserted
[2024-12-19T06:59:23.346+0000] {logging_mixin.py:190} INFO - Batch 409: 1000 rows inserted
[2024-12-19T06:59:23.411+0000] {logging_mixin.py:190} INFO - Batch 410: 1000 rows inserted
[2024-12-19T06:59:23.494+0000] {logging_mixin.py:190} INFO - Batch 411: 1000 rows inserted
[2024-12-19T06:59:23.563+0000] {logging_mixin.py:190} INFO - Batch 412: 1000 rows inserted
[2024-12-19T06:59:23.634+0000] {logging_mixin.py:190} INFO - Batch 413: 1000 rows inserted
[2024-12-19T06:59:23.699+0000] {logging_mixin.py:190} INFO - Batch 414: 1000 rows inserted
[2024-12-19T06:59:23.754+0000] {logging_mixin.py:190} INFO - Batch 415: 1000 rows inserted
[2024-12-19T06:59:23.812+0000] {logging_mixin.py:190} INFO - Batch 416: 1000 rows inserted
[2024-12-19T06:59:23.866+0000] {logging_mixin.py:190} INFO - Batch 417: 1000 rows inserted
[2024-12-19T06:59:23.923+0000] {logging_mixin.py:190} INFO - Batch 418: 1000 rows inserted
[2024-12-19T06:59:23.983+0000] {logging_mixin.py:190} INFO - Batch 419: 1000 rows inserted
[2024-12-19T06:59:24.045+0000] {logging_mixin.py:190} INFO - Batch 420: 1000 rows inserted
[2024-12-19T06:59:24.104+0000] {logging_mixin.py:190} INFO - Batch 421: 1000 rows inserted
[2024-12-19T06:59:24.178+0000] {logging_mixin.py:190} INFO - Batch 422: 1000 rows inserted
[2024-12-19T06:59:24.245+0000] {logging_mixin.py:190} INFO - Batch 423: 1000 rows inserted
[2024-12-19T06:59:24.309+0000] {logging_mixin.py:190} INFO - Batch 424: 1000 rows inserted
[2024-12-19T06:59:24.371+0000] {logging_mixin.py:190} INFO - Batch 425: 1000 rows inserted
[2024-12-19T06:59:24.430+0000] {logging_mixin.py:190} INFO - Batch 426: 1000 rows inserted
[2024-12-19T06:59:24.497+0000] {logging_mixin.py:190} INFO - Batch 427: 1000 rows inserted
[2024-12-19T06:59:24.552+0000] {logging_mixin.py:190} INFO - Batch 428: 1000 rows inserted
[2024-12-19T06:59:24.616+0000] {logging_mixin.py:190} INFO - Batch 429: 1000 rows inserted
[2024-12-19T06:59:24.673+0000] {logging_mixin.py:190} INFO - Batch 430: 1000 rows inserted
[2024-12-19T06:59:24.729+0000] {logging_mixin.py:190} INFO - Batch 431: 1000 rows inserted
[2024-12-19T06:59:24.789+0000] {logging_mixin.py:190} INFO - Batch 432: 1000 rows inserted
[2024-12-19T06:59:24.864+0000] {logging_mixin.py:190} INFO - Batch 433: 1000 rows inserted
[2024-12-19T06:59:24.935+0000] {logging_mixin.py:190} INFO - Batch 434: 1000 rows inserted
[2024-12-19T06:59:25.000+0000] {logging_mixin.py:190} INFO - Batch 435: 1000 rows inserted
[2024-12-19T06:59:25.055+0000] {logging_mixin.py:190} INFO - Batch 436: 1000 rows inserted
[2024-12-19T06:59:25.123+0000] {logging_mixin.py:190} INFO - Batch 437: 1000 rows inserted
[2024-12-19T06:59:25.199+0000] {logging_mixin.py:190} INFO - Batch 438: 1000 rows inserted
[2024-12-19T06:59:25.256+0000] {logging_mixin.py:190} INFO - Batch 439: 1000 rows inserted
[2024-12-19T06:59:25.315+0000] {logging_mixin.py:190} INFO - Batch 440: 1000 rows inserted
[2024-12-19T06:59:25.385+0000] {logging_mixin.py:190} INFO - Batch 441: 1000 rows inserted
[2024-12-19T06:59:25.439+0000] {logging_mixin.py:190} INFO - Batch 442: 1000 rows inserted
[2024-12-19T06:59:25.493+0000] {logging_mixin.py:190} INFO - Batch 443: 1000 rows inserted
[2024-12-19T06:59:25.547+0000] {logging_mixin.py:190} INFO - Batch 444: 1000 rows inserted
[2024-12-19T06:59:25.602+0000] {logging_mixin.py:190} INFO - Batch 445: 1000 rows inserted
[2024-12-19T06:59:25.656+0000] {logging_mixin.py:190} INFO - Batch 446: 1000 rows inserted
[2024-12-19T06:59:25.718+0000] {logging_mixin.py:190} INFO - Batch 447: 1000 rows inserted
[2024-12-19T06:59:25.786+0000] {logging_mixin.py:190} INFO - Batch 448: 1000 rows inserted
[2024-12-19T06:59:25.844+0000] {logging_mixin.py:190} INFO - Batch 449: 1000 rows inserted
[2024-12-19T06:59:25.897+0000] {logging_mixin.py:190} INFO - Batch 450: 1000 rows inserted
[2024-12-19T06:59:25.972+0000] {logging_mixin.py:190} INFO - Batch 451: 1000 rows inserted
[2024-12-19T06:59:26.029+0000] {logging_mixin.py:190} INFO - Batch 452: 1000 rows inserted
[2024-12-19T06:59:26.085+0000] {logging_mixin.py:190} INFO - Batch 453: 1000 rows inserted
[2024-12-19T06:59:26.144+0000] {logging_mixin.py:190} INFO - Batch 454: 1000 rows inserted
[2024-12-19T06:59:26.204+0000] {logging_mixin.py:190} INFO - Batch 455: 1000 rows inserted
[2024-12-19T06:59:26.267+0000] {logging_mixin.py:190} INFO - Batch 456: 1000 rows inserted
[2024-12-19T06:59:26.324+0000] {logging_mixin.py:190} INFO - Batch 457: 1000 rows inserted
[2024-12-19T06:59:26.395+0000] {logging_mixin.py:190} INFO - Batch 458: 1000 rows inserted
[2024-12-19T06:59:26.451+0000] {logging_mixin.py:190} INFO - Batch 459: 1000 rows inserted
[2024-12-19T06:59:26.515+0000] {logging_mixin.py:190} INFO - Batch 460: 1000 rows inserted
[2024-12-19T06:59:26.579+0000] {logging_mixin.py:190} INFO - Batch 461: 1000 rows inserted
[2024-12-19T06:59:26.659+0000] {logging_mixin.py:190} INFO - Batch 462: 1000 rows inserted
[2024-12-19T06:59:26.726+0000] {logging_mixin.py:190} INFO - Batch 463: 1000 rows inserted
[2024-12-19T06:59:26.780+0000] {logging_mixin.py:190} INFO - Batch 464: 1000 rows inserted
[2024-12-19T06:59:26.840+0000] {logging_mixin.py:190} INFO - Batch 465: 1000 rows inserted
[2024-12-19T06:59:26.907+0000] {logging_mixin.py:190} INFO - Batch 466: 1000 rows inserted
[2024-12-19T06:59:26.969+0000] {logging_mixin.py:190} INFO - Batch 467: 1000 rows inserted
[2024-12-19T06:59:27.029+0000] {logging_mixin.py:190} INFO - Batch 468: 1000 rows inserted
[2024-12-19T06:59:27.091+0000] {logging_mixin.py:190} INFO - Batch 469: 1000 rows inserted
[2024-12-19T06:59:27.148+0000] {logging_mixin.py:190} INFO - Batch 470: 1000 rows inserted
[2024-12-19T06:59:27.200+0000] {logging_mixin.py:190} INFO - Batch 471: 1000 rows inserted
[2024-12-19T06:59:27.257+0000] {logging_mixin.py:190} INFO - Batch 472: 1000 rows inserted
[2024-12-19T06:59:27.318+0000] {logging_mixin.py:190} INFO - Batch 473: 1000 rows inserted
[2024-12-19T06:59:27.408+0000] {logging_mixin.py:190} INFO - Batch 474: 1000 rows inserted
[2024-12-19T06:59:27.538+0000] {logging_mixin.py:190} INFO - Batch 475: 1000 rows inserted
[2024-12-19T06:59:27.721+0000] {logging_mixin.py:190} INFO - Batch 476: 1000 rows inserted
[2024-12-19T06:59:27.900+0000] {logging_mixin.py:190} INFO - Batch 477: 1000 rows inserted
[2024-12-19T06:59:28.093+0000] {logging_mixin.py:190} INFO - Batch 478: 1000 rows inserted
[2024-12-19T06:59:28.145+0000] {logging_mixin.py:190} INFO - Batch 479: 1000 rows inserted
[2024-12-19T06:59:28.184+0000] {logging_mixin.py:190} INFO - Batch 480: 1000 rows inserted
[2024-12-19T06:59:28.221+0000] {logging_mixin.py:190} INFO - Batch 481: 1000 rows inserted
[2024-12-19T06:59:28.278+0000] {logging_mixin.py:190} INFO - Batch 482: 1000 rows inserted
[2024-12-19T06:59:28.329+0000] {logging_mixin.py:190} INFO - Batch 483: 1000 rows inserted
[2024-12-19T06:59:28.391+0000] {logging_mixin.py:190} INFO - Batch 484: 1000 rows inserted
[2024-12-19T06:59:28.446+0000] {logging_mixin.py:190} INFO - Batch 485: 1000 rows inserted
[2024-12-19T06:59:28.527+0000] {logging_mixin.py:190} INFO - Batch 486: 1000 rows inserted
[2024-12-19T06:59:28.595+0000] {logging_mixin.py:190} INFO - Batch 487: 1000 rows inserted
[2024-12-19T06:59:28.655+0000] {logging_mixin.py:190} INFO - Batch 488: 1000 rows inserted
[2024-12-19T06:59:28.706+0000] {logging_mixin.py:190} INFO - Batch 489: 1000 rows inserted
[2024-12-19T06:59:28.756+0000] {logging_mixin.py:190} INFO - Batch 490: 1000 rows inserted
[2024-12-19T06:59:28.803+0000] {logging_mixin.py:190} INFO - Batch 491: 1000 rows inserted
[2024-12-19T06:59:28.844+0000] {logging_mixin.py:190} INFO - Batch 492: 1000 rows inserted
[2024-12-19T06:59:28.892+0000] {logging_mixin.py:190} INFO - Batch 493: 1000 rows inserted
[2024-12-19T06:59:28.934+0000] {logging_mixin.py:190} INFO - Batch 494: 1000 rows inserted
[2024-12-19T06:59:28.975+0000] {logging_mixin.py:190} INFO - Batch 495: 1000 rows inserted
[2024-12-19T06:59:29.018+0000] {logging_mixin.py:190} INFO - Batch 496: 1000 rows inserted
[2024-12-19T06:59:29.061+0000] {logging_mixin.py:190} INFO - Batch 497: 1000 rows inserted
[2024-12-19T06:59:29.114+0000] {logging_mixin.py:190} INFO - Batch 498: 1000 rows inserted
[2024-12-19T06:59:29.159+0000] {logging_mixin.py:190} INFO - Batch 499: 1000 rows inserted
[2024-12-19T06:59:29.204+0000] {logging_mixin.py:190} INFO - Batch 500: 1000 rows inserted
[2024-12-19T06:59:29.251+0000] {logging_mixin.py:190} INFO - Batch 501: 1000 rows inserted
[2024-12-19T06:59:29.311+0000] {logging_mixin.py:190} INFO - Batch 502: 1000 rows inserted
[2024-12-19T06:59:29.374+0000] {logging_mixin.py:190} INFO - Batch 503: 1000 rows inserted
[2024-12-19T06:59:29.445+0000] {logging_mixin.py:190} INFO - Batch 504: 1000 rows inserted
[2024-12-19T06:59:29.521+0000] {logging_mixin.py:190} INFO - Batch 505: 1000 rows inserted
[2024-12-19T06:59:29.579+0000] {logging_mixin.py:190} INFO - Batch 506: 1000 rows inserted
[2024-12-19T06:59:29.640+0000] {logging_mixin.py:190} INFO - Batch 507: 1000 rows inserted
[2024-12-19T06:59:29.701+0000] {logging_mixin.py:190} INFO - Batch 508: 1000 rows inserted
[2024-12-19T06:59:29.763+0000] {logging_mixin.py:190} INFO - Batch 509: 1000 rows inserted
[2024-12-19T06:59:29.817+0000] {logging_mixin.py:190} INFO - Batch 510: 1000 rows inserted
[2024-12-19T06:59:29.878+0000] {logging_mixin.py:190} INFO - Batch 511: 1000 rows inserted
[2024-12-19T06:59:29.935+0000] {logging_mixin.py:190} INFO - Batch 512: 1000 rows inserted
