[2024-12-04T15:01:55.814+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-04T15:01:55.837+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: instacart_etl_pipeline.etl_dim_aisle manual__2024-12-04T15:01:47.992694+00:00 [queued]>
[2024-12-04T15:01:55.851+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: instacart_etl_pipeline.etl_dim_aisle manual__2024-12-04T15:01:47.992694+00:00 [queued]>
[2024-12-04T15:01:55.853+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-04T15:01:55.878+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): etl_dim_aisle> on 2024-12-04 15:01:47.992694+00:00
[2024-12-04T15:01:55.911+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=11055) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-12-04T15:01:55.913+0000] {standard_task_runner.py:72} INFO - Started process 11060 to run task
[2024-12-04T15:01:55.911+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'instacart_etl_pipeline', 'etl_dim_aisle', 'manual__2024-12-04T15:01:47.992694+00:00', '--job-id', '208', '--raw', '--subdir', 'DAGS_FOLDER/instacart_etl_dag.py', '--cfg-path', '/tmp/tmp2mn2c6e5']
[2024-12-04T15:01:55.915+0000] {standard_task_runner.py:105} INFO - Job 208: Subtask etl_dim_aisle
[2024-12-04T15:01:56.016+0000] {task_command.py:467} INFO - Running <TaskInstance: instacart_etl_pipeline.etl_dim_aisle manual__2024-12-04T15:01:47.992694+00:00 [running]> on host e64be71b3b6d
[2024-12-04T15:01:56.158+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='instacart_etl_pipeline' AIRFLOW_CTX_TASK_ID='etl_dim_aisle' AIRFLOW_CTX_EXECUTION_DATE='2024-12-04T15:01:47.992694+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-04T15:01:47.992694+00:00'
[2024-12-04T15:01:56.161+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-12-04T15:01:56.224+0000] {base.py:84} INFO - Retrieving connection 'mssql_default'
[2024-12-04T15:01:56.482+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [1, 'prepared soups salads', datetime.datetime(2024, 12, 4, 15, 1, 56, 482751), None, 1]
[2024-12-04T15:01:57.131+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [84, 'milk', datetime.datetime(2024, 12, 4, 15, 1, 57, 131131), None, 1]
[2024-12-04T15:01:57.134+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [85, 'food storage', datetime.datetime(2024, 12, 4, 15, 1, 57, 134595), None, 1]
[2024-12-04T15:01:57.141+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [86, 'eggs', datetime.datetime(2024, 12, 4, 15, 1, 57, 140944), None, 1]
[2024-12-04T15:01:57.147+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [87, 'more household', datetime.datetime(2024, 12, 4, 15, 1, 57, 147570), None, 1]
[2024-12-04T15:01:57.154+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [88, 'spreads', datetime.datetime(2024, 12, 4, 15, 1, 57, 154622), None, 1]
[2024-12-04T15:01:57.160+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [89, 'salad dressing toppings', datetime.datetime(2024, 12, 4, 15, 1, 57, 160422), None, 1]
[2024-12-04T15:01:57.165+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [90, 'cocoa drink mixes', datetime.datetime(2024, 12, 4, 15, 1, 57, 165812), None, 1]
[2024-12-04T15:01:57.172+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [91, 'soy lactosefree', datetime.datetime(2024, 12, 4, 15, 1, 57, 171885), None, 1]
[2024-12-04T15:01:57.180+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [92, 'baby food formula', datetime.datetime(2024, 12, 4, 15, 1, 57, 180729), None, 1]
[2024-12-04T15:01:57.185+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [93, 'breakfast bakery', datetime.datetime(2024, 12, 4, 15, 1, 57, 185678), None, 1]
[2024-12-04T15:01:57.194+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [94, 'tea', datetime.datetime(2024, 12, 4, 15, 1, 57, 194166), None, 1]
[2024-12-04T15:01:57.199+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [95, 'canned meat seafood', datetime.datetime(2024, 12, 4, 15, 1, 57, 199515), None, 1]
[2024-12-04T15:01:57.203+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [96, 'lunch meat', datetime.datetime(2024, 12, 4, 15, 1, 57, 203535), None, 1]
[2024-12-04T15:01:57.212+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [97, 'baking supplies decor', datetime.datetime(2024, 12, 4, 15, 1, 57, 212292), None, 1]
[2024-12-04T15:01:57.217+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [98, 'juice nectars', datetime.datetime(2024, 12, 4, 15, 1, 57, 216968), None, 1]
[2024-12-04T15:01:57.225+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [99, 'canned fruit applesauce', datetime.datetime(2024, 12, 4, 15, 1, 57, 225645), None, 1]
[2024-12-04T15:01:57.232+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [100, 'missing', datetime.datetime(2024, 12, 4, 15, 1, 57, 232788), None, 1]
[2024-12-04T15:01:57.242+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [101, 'air fresheners candles', datetime.datetime(2024, 12, 4, 15, 1, 57, 242856), None, 1]
[2024-12-04T15:01:57.248+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [102, 'baby bath body care', datetime.datetime(2024, 12, 4, 15, 1, 57, 248261), None, 1]
[2024-12-04T15:01:57.253+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [103, 'ice cream toppings', datetime.datetime(2024, 12, 4, 15, 1, 57, 253511), None, 1]
[2024-12-04T15:01:57.260+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [104, 'spices seasonings', datetime.datetime(2024, 12, 4, 15, 1, 57, 260343), None, 1]
[2024-12-04T15:01:57.264+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [105, 'doughs gelatins bake mixes', datetime.datetime(2024, 12, 4, 15, 1, 57, 264823), None, 1]
[2024-12-04T15:01:57.271+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [106, 'hot dogs bacon sausage', datetime.datetime(2024, 12, 4, 15, 1, 57, 270897), None, 1]
[2024-12-04T15:01:57.280+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [107, 'chips pretzels', datetime.datetime(2024, 12, 4, 15, 1, 57, 280648), None, 1]
[2024-12-04T15:01:57.283+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [108, 'other creams cheeses', datetime.datetime(2024, 12, 4, 15, 1, 57, 283921), None, 1]
[2024-12-04T15:01:57.287+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [109, 'skin care', datetime.datetime(2024, 12, 4, 15, 1, 57, 287387), None, 1]
[2024-12-04T15:01:57.295+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [110, 'pickled goods olives', datetime.datetime(2024, 12, 4, 15, 1, 57, 295479), None, 1]
[2024-12-04T15:01:57.318+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [111, 'plates bowls cups flatware', datetime.datetime(2024, 12, 4, 15, 1, 57, 318692), None, 1]
[2024-12-04T15:01:57.326+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [112, 'bread', datetime.datetime(2024, 12, 4, 15, 1, 57, 326304), None, 1]
[2024-12-04T15:01:57.331+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [113, 'frozen juice', datetime.datetime(2024, 12, 4, 15, 1, 57, 331722), None, 1]
[2024-12-04T15:01:57.335+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [114, 'cleaning products', datetime.datetime(2024, 12, 4, 15, 1, 57, 335464), None, 1]
[2024-12-04T15:01:57.349+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [115, 'water seltzer sparkling water', datetime.datetime(2024, 12, 4, 15, 1, 57, 349680), None, 1]
[2024-12-04T15:01:57.359+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [116, 'frozen produce', datetime.datetime(2024, 12, 4, 15, 1, 57, 359232), None, 1]
[2024-12-04T15:01:57.380+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [117, 'nuts seeds dried fruit', datetime.datetime(2024, 12, 4, 15, 1, 57, 379925), None, 1]
[2024-12-04T15:01:57.383+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [118, 'first aid', datetime.datetime(2024, 12, 4, 15, 1, 57, 383623), None, 1]
[2024-12-04T15:01:57.388+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [119, 'frozen dessert', datetime.datetime(2024, 12, 4, 15, 1, 57, 388021), None, 1]
[2024-12-04T15:01:57.393+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [120, 'yogurt', datetime.datetime(2024, 12, 4, 15, 1, 57, 393817), None, 1]
[2024-12-04T15:01:57.400+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [121, 'cereal', datetime.datetime(2024, 12, 4, 15, 1, 57, 400186), None, 1]
[2024-12-04T15:01:57.419+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [122, 'meat counter', datetime.datetime(2024, 12, 4, 15, 1, 57, 419855), None, 1]
[2024-12-04T15:01:57.441+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [123, 'packaged vegetables fruits', datetime.datetime(2024, 12, 4, 15, 1, 57, 441235), None, 1]
[2024-12-04T15:01:57.446+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [124, 'spirits', datetime.datetime(2024, 12, 4, 15, 1, 57, 445912), None, 1]
[2024-12-04T15:01:57.449+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [125, 'trail mix snack mix', datetime.datetime(2024, 12, 4, 15, 1, 57, 449868), None, 1]
[2024-12-04T15:01:57.454+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [126, 'feminine care', datetime.datetime(2024, 12, 4, 15, 1, 57, 454322), None, 1]
[2024-12-04T15:01:57.462+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [127, 'body lotions soap', datetime.datetime(2024, 12, 4, 15, 1, 57, 462105), None, 1]
[2024-12-04T15:01:57.478+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [128, 'tortillas flat bread', datetime.datetime(2024, 12, 4, 15, 1, 57, 478825), None, 1]
[2024-12-04T15:01:57.482+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [129, 'frozen appetizers sides', datetime.datetime(2024, 12, 4, 15, 1, 57, 482202), None, 1]
[2024-12-04T15:01:57.486+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [130, 'hot cereal pancake mixes', datetime.datetime(2024, 12, 4, 15, 1, 57, 486578), None, 1]
[2024-12-04T15:01:57.493+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [131, 'dry pasta', datetime.datetime(2024, 12, 4, 15, 1, 57, 493708), None, 1]
[2024-12-04T15:01:57.500+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [132, 'beauty', datetime.datetime(2024, 12, 4, 15, 1, 57, 500343), None, 1]
[2024-12-04T15:01:57.516+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [133, 'muscles joints pain relief', datetime.datetime(2024, 12, 4, 15, 1, 57, 516315), None, 1]
[2024-12-04T15:01:57.520+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [134, 'specialty wines champagnes', datetime.datetime(2024, 12, 4, 15, 1, 57, 520322), None, 1]
[2024-12-04T15:01:57.528+0000] {python.py:240} INFO - Done. Returned value was: None
[2024-12-04T15:01:57.541+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-04T15:01:57.542+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=instacart_etl_pipeline, task_id=etl_dim_aisle, run_id=manual__2024-12-04T15:01:47.992694+00:00, execution_date=20241204T150147, start_date=20241204T150155, end_date=20241204T150157
[2024-12-04T15:01:57.575+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-04T15:01:57.598+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-12-04T15:01:57.605+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
