[2024-12-19T06:44:17.450+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-19T06:44:17.476+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_orders manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:44:17.491+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_orders manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:44:17.493+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-19T06:51:42.284+0000] {logging_mixin.py:190} INFO - Batch 246: 1000 rows inserted
[2024-12-19T06:51:42.659+0000] {logging_mixin.py:190} INFO - Batch 247: 1000 rows inserted
[2024-12-19T06:51:42.964+0000] {logging_mixin.py:190} INFO - Batch 248: 1000 rows inserted
[2024-12-19T06:51:43.002+0000] {logging_mixin.py:190} INFO - Batch 249: 1000 rows inserted
[2024-12-19T06:51:43.039+0000] {logging_mixin.py:190} INFO - Batch 250: 1000 rows inserted
[2024-12-19T06:51:43.075+0000] {logging_mixin.py:190} INFO - Batch 251: 1000 rows inserted
[2024-12-19T06:51:43.131+0000] {logging_mixin.py:190} INFO - Batch 252: 1000 rows inserted
[2024-12-19T06:51:43.194+0000] {logging_mixin.py:190} INFO - Batch 253: 1000 rows inserted
[2024-12-19T06:51:43.241+0000] {logging_mixin.py:190} INFO - Batch 254: 1000 rows inserted
[2024-12-19T06:51:43.288+0000] {logging_mixin.py:190} INFO - Batch 255: 1000 rows inserted
[2024-12-19T06:51:43.337+0000] {logging_mixin.py:190} INFO - Batch 256: 1000 rows inserted
[2024-12-19T06:51:43.910+0000] {logging_mixin.py:190} INFO - Batch 257: 1000 rows inserted
[2024-12-19T06:51:44.692+0000] {logging_mixin.py:190} INFO - Batch 258: 1000 rows inserted
[2024-12-19T06:51:44.745+0000] {logging_mixin.py:190} INFO - Batch 259: 1000 rows inserted
[2024-12-19T06:51:44.806+0000] {logging_mixin.py:190} INFO - Batch 260: 1000 rows inserted
[2024-12-19T06:51:44.855+0000] {logging_mixin.py:190} INFO - Batch 261: 1000 rows inserted
[2024-12-19T06:51:44.900+0000] {logging_mixin.py:190} INFO - Batch 262: 1000 rows inserted
[2024-12-19T06:51:44.944+0000] {logging_mixin.py:190} INFO - Batch 263: 1000 rows inserted
[2024-12-19T06:51:44.988+0000] {logging_mixin.py:190} INFO - Batch 264: 1000 rows inserted
[2024-12-19T06:51:45.029+0000] {logging_mixin.py:190} INFO - Batch 265: 1000 rows inserted
[2024-12-19T06:51:45.080+0000] {logging_mixin.py:190} INFO - Batch 266: 1000 rows inserted
[2024-12-19T06:51:45.150+0000] {logging_mixin.py:190} INFO - Batch 267: 1000 rows inserted
[2024-12-19T06:51:45.198+0000] {logging_mixin.py:190} INFO - Batch 268: 1000 rows inserted
[2024-12-19T06:51:45.239+0000] {logging_mixin.py:190} INFO - Batch 269: 1000 rows inserted
[2024-12-19T06:51:45.297+0000] {logging_mixin.py:190} INFO - Batch 270: 1000 rows inserted
[2024-12-19T06:51:45.349+0000] {logging_mixin.py:190} INFO - Batch 271: 1000 rows inserted
[2024-12-19T06:51:45.395+0000] {logging_mixin.py:190} INFO - Batch 272: 1000 rows inserted
[2024-12-19T06:51:45.440+0000] {logging_mixin.py:190} INFO - Batch 273: 1000 rows inserted
[2024-12-19T06:51:45.490+0000] {logging_mixin.py:190} INFO - Batch 274: 1000 rows inserted
[2024-12-19T06:51:45.584+0000] {logging_mixin.py:190} INFO - Batch 275: 1000 rows inserted
[2024-12-19T06:51:45.674+0000] {logging_mixin.py:190} INFO - Batch 276: 1000 rows inserted
[2024-12-19T06:51:45.764+0000] {logging_mixin.py:190} INFO - Batch 277: 1000 rows inserted
[2024-12-19T06:51:45.828+0000] {logging_mixin.py:190} INFO - Batch 278: 1000 rows inserted
[2024-12-19T06:51:45.863+0000] {logging_mixin.py:190} INFO - Batch 279: 1000 rows inserted
[2024-12-19T06:51:45.902+0000] {logging_mixin.py:190} INFO - Batch 280: 1000 rows inserted
[2024-12-19T06:51:46.398+0000] {logging_mixin.py:190} INFO - Batch 281: 1000 rows inserted
[2024-12-19T06:51:46.467+0000] {logging_mixin.py:190} INFO - Batch 282: 1000 rows inserted
[2024-12-19T06:51:46.506+0000] {logging_mixin.py:190} INFO - Batch 283: 1000 rows inserted
[2024-12-19T06:51:46.551+0000] {logging_mixin.py:190} INFO - Batch 284: 1000 rows inserted
[2024-12-19T06:51:46.822+0000] {logging_mixin.py:190} INFO - Batch 285: 1000 rows inserted
[2024-12-19T06:51:46.899+0000] {logging_mixin.py:190} INFO - Batch 286: 1000 rows inserted
[2024-12-19T06:51:46.950+0000] {logging_mixin.py:190} INFO - Batch 287: 1000 rows inserted
[2024-12-19T06:51:47.028+0000] {logging_mixin.py:190} INFO - Batch 288: 1000 rows inserted
[2024-12-19T06:51:47.088+0000] {logging_mixin.py:190} INFO - Batch 289: 1000 rows inserted
[2024-12-19T06:51:47.140+0000] {logging_mixin.py:190} INFO - Batch 290: 1000 rows inserted
[2024-12-19T06:51:47.206+0000] {logging_mixin.py:190} INFO - Batch 291: 1000 rows inserted
[2024-12-19T06:51:47.275+0000] {logging_mixin.py:190} INFO - Batch 292: 1000 rows inserted
[2024-12-19T06:51:47.338+0000] {logging_mixin.py:190} INFO - Batch 293: 1000 rows inserted
[2024-12-19T06:51:47.401+0000] {logging_mixin.py:190} INFO - Batch 294: 1000 rows inserted
[2024-12-19T06:51:47.475+0000] {logging_mixin.py:190} INFO - Batch 295: 1000 rows inserted
[2024-12-19T06:51:47.525+0000] {logging_mixin.py:190} INFO - Batch 296: 1000 rows inserted
[2024-12-19T06:51:47.592+0000] {logging_mixin.py:190} INFO - Batch 297: 1000 rows inserted
[2024-12-19T06:51:47.661+0000] {logging_mixin.py:190} INFO - Batch 298: 1000 rows inserted
[2024-12-19T06:51:47.716+0000] {logging_mixin.py:190} INFO - Batch 299: 1000 rows inserted
[2024-12-19T06:51:47.765+0000] {logging_mixin.py:190} INFO - Batch 300: 1000 rows inserted
[2024-12-19T06:51:47.826+0000] {logging_mixin.py:190} INFO - Batch 301: 1000 rows inserted
[2024-12-19T06:51:47.880+0000] {logging_mixin.py:190} INFO - Batch 302: 1000 rows inserted
[2024-12-19T06:51:47.924+0000] {logging_mixin.py:190} INFO - Batch 303: 1000 rows inserted
[2024-12-19T06:51:47.975+0000] {logging_mixin.py:190} INFO - Batch 304: 1000 rows inserted
[2024-12-19T06:51:48.021+0000] {logging_mixin.py:190} INFO - Batch 305: 1000 rows inserted
[2024-12-19T06:51:48.082+0000] {logging_mixin.py:190} INFO - Batch 306: 1000 rows inserted
[2024-12-19T06:51:48.136+0000] {logging_mixin.py:190} INFO - Batch 307: 1000 rows inserted
[2024-12-19T06:51:48.196+0000] {logging_mixin.py:190} INFO - Batch 308: 1000 rows inserted
[2024-12-19T06:51:48.242+0000] {logging_mixin.py:190} INFO - Batch 309: 1000 rows inserted
[2024-12-19T06:51:48.298+0000] {logging_mixin.py:190} INFO - Batch 310: 1000 rows inserted
[2024-12-19T06:51:48.368+0000] {logging_mixin.py:190} INFO - Batch 311: 1000 rows inserted
[2024-12-19T06:51:48.416+0000] {logging_mixin.py:190} INFO - Batch 312: 1000 rows inserted
[2024-12-19T06:51:48.472+0000] {logging_mixin.py:190} INFO - Batch 313: 1000 rows inserted
[2024-12-19T06:51:48.541+0000] {logging_mixin.py:190} INFO - Batch 314: 1000 rows inserted
[2024-12-19T06:51:48.602+0000] {logging_mixin.py:190} INFO - Batch 315: 1000 rows inserted
[2024-12-19T06:51:48.643+0000] {logging_mixin.py:190} INFO - Batch 316: 1000 rows inserted
[2024-12-19T06:51:48.707+0000] {logging_mixin.py:190} INFO - Batch 317: 1000 rows inserted
[2024-12-19T06:51:48.771+0000] {logging_mixin.py:190} INFO - Batch 318: 1000 rows inserted
[2024-12-19T06:51:48.828+0000] {logging_mixin.py:190} INFO - Batch 319: 1000 rows inserted
[2024-12-19T06:51:48.884+0000] {logging_mixin.py:190} INFO - Batch 320: 1000 rows inserted
[2024-12-19T06:51:48.953+0000] {logging_mixin.py:190} INFO - Batch 321: 1000 rows inserted
[2024-12-19T06:51:49.018+0000] {logging_mixin.py:190} INFO - Batch 322: 1000 rows inserted
[2024-12-19T06:51:49.064+0000] {logging_mixin.py:190} INFO - Batch 323: 1000 rows inserted
[2024-12-19T06:51:49.118+0000] {logging_mixin.py:190} INFO - Batch 324: 1000 rows inserted
[2024-12-19T06:51:49.187+0000] {logging_mixin.py:190} INFO - Batch 325: 1000 rows inserted
[2024-12-19T06:51:49.237+0000] {logging_mixin.py:190} INFO - Batch 326: 1000 rows inserted
[2024-12-19T06:51:49.296+0000] {logging_mixin.py:190} INFO - Batch 327: 1000 rows inserted
[2024-12-19T06:51:49.349+0000] {logging_mixin.py:190} INFO - Batch 328: 1000 rows inserted
[2024-12-19T06:51:49.402+0000] {logging_mixin.py:190} INFO - Batch 329: 1000 rows inserted
[2024-12-19T06:51:49.446+0000] {logging_mixin.py:190} INFO - Batch 330: 1000 rows inserted
[2024-12-19T06:51:49.517+0000] {logging_mixin.py:190} INFO - Batch 331: 1000 rows inserted
[2024-12-19T06:51:49.586+0000] {logging_mixin.py:190} INFO - Batch 332: 1000 rows inserted
[2024-12-19T06:51:49.635+0000] {logging_mixin.py:190} INFO - Batch 333: 1000 rows inserted
[2024-12-19T06:51:49.700+0000] {logging_mixin.py:190} INFO - Batch 334: 1000 rows inserted
[2024-12-19T06:51:49.774+0000] {logging_mixin.py:190} INFO - Batch 335: 1000 rows inserted
[2024-12-19T06:51:49.834+0000] {logging_mixin.py:190} INFO - Batch 336: 1000 rows inserted
[2024-12-19T06:51:49.877+0000] {logging_mixin.py:190} INFO - Batch 337: 1000 rows inserted
[2024-12-19T06:51:49.931+0000] {logging_mixin.py:190} INFO - Batch 338: 1000 rows inserted
[2024-12-19T06:51:49.990+0000] {logging_mixin.py:190} INFO - Batch 339: 1000 rows inserted
[2024-12-19T06:51:50.044+0000] {logging_mixin.py:190} INFO - Batch 340: 1000 rows inserted
[2024-12-19T06:51:50.087+0000] {logging_mixin.py:190} INFO - Batch 341: 1000 rows inserted
[2024-12-19T06:51:50.141+0000] {logging_mixin.py:190} INFO - Batch 342: 1000 rows inserted
[2024-12-19T06:51:50.199+0000] {logging_mixin.py:190} INFO - Batch 343: 1000 rows inserted
[2024-12-19T06:51:50.243+0000] {logging_mixin.py:190} INFO - Batch 344: 1000 rows inserted
[2024-12-19T06:51:50.287+0000] {logging_mixin.py:190} INFO - Batch 345: 1000 rows inserted
[2024-12-19T06:51:50.339+0000] {logging_mixin.py:190} INFO - Batch 346: 1000 rows inserted
[2024-12-19T06:51:50.401+0000] {logging_mixin.py:190} INFO - Batch 347: 1000 rows inserted
[2024-12-19T06:51:50.444+0000] {logging_mixin.py:190} INFO - Batch 348: 1000 rows inserted
[2024-12-19T06:51:50.490+0000] {logging_mixin.py:190} INFO - Batch 349: 1000 rows inserted
[2024-12-19T06:51:50.543+0000] {logging_mixin.py:190} INFO - Batch 350: 1000 rows inserted
[2024-12-19T06:51:50.600+0000] {logging_mixin.py:190} INFO - Batch 351: 1000 rows inserted
[2024-12-19T06:51:50.676+0000] {logging_mixin.py:190} INFO - Batch 352: 1000 rows inserted
[2024-12-19T06:51:50.728+0000] {logging_mixin.py:190} INFO - Batch 353: 1000 rows inserted
[2024-12-19T06:51:50.774+0000] {logging_mixin.py:190} INFO - Batch 354: 1000 rows inserted
[2024-12-19T06:51:51.230+0000] {logging_mixin.py:190} INFO - Batch 355: 1000 rows inserted
[2024-12-19T06:51:51.312+0000] {logging_mixin.py:190} INFO - Batch 356: 1000 rows inserted
[2024-12-19T06:51:51.374+0000] {logging_mixin.py:190} INFO - Batch 357: 1000 rows inserted
[2024-12-19T06:51:51.423+0000] {logging_mixin.py:190} INFO - Batch 358: 1000 rows inserted
[2024-12-19T06:51:51.499+0000] {logging_mixin.py:190} INFO - Batch 359: 1000 rows inserted
[2024-12-19T06:51:51.567+0000] {logging_mixin.py:190} INFO - Batch 360: 1000 rows inserted
[2024-12-19T06:51:51.626+0000] {logging_mixin.py:190} INFO - Batch 361: 1000 rows inserted
[2024-12-19T06:51:51.678+0000] {logging_mixin.py:190} INFO - Batch 362: 1000 rows inserted
[2024-12-19T06:51:51.741+0000] {logging_mixin.py:190} INFO - Batch 363: 1000 rows inserted
[2024-12-19T06:51:51.809+0000] {logging_mixin.py:190} INFO - Batch 364: 1000 rows inserted
[2024-12-19T06:51:51.856+0000] {logging_mixin.py:190} INFO - Batch 365: 1000 rows inserted
[2024-12-19T06:51:51.916+0000] {logging_mixin.py:190} INFO - Batch 366: 1000 rows inserted
[2024-12-19T06:51:51.961+0000] {logging_mixin.py:190} INFO - Batch 367: 1000 rows inserted
[2024-12-19T06:51:52.012+0000] {logging_mixin.py:190} INFO - Batch 368: 1000 rows inserted
[2024-12-19T06:51:52.070+0000] {logging_mixin.py:190} INFO - Batch 369: 1000 rows inserted
[2024-12-19T06:51:52.115+0000] {logging_mixin.py:190} INFO - Batch 370: 1000 rows inserted
[2024-12-19T06:51:52.163+0000] {logging_mixin.py:190} INFO - Batch 371: 1000 rows inserted
[2024-12-19T06:51:52.212+0000] {logging_mixin.py:190} INFO - Batch 372: 1000 rows inserted
[2024-12-19T06:51:52.262+0000] {logging_mixin.py:190} INFO - Batch 373: 1000 rows inserted
[2024-12-19T06:51:52.312+0000] {logging_mixin.py:190} INFO - Batch 374: 1000 rows inserted
[2024-12-19T06:51:52.356+0000] {logging_mixin.py:190} INFO - Batch 375: 1000 rows inserted
[2024-12-19T06:51:52.401+0000] {logging_mixin.py:190} INFO - Batch 376: 1000 rows inserted
[2024-12-19T06:51:52.454+0000] {logging_mixin.py:190} INFO - Batch 377: 1000 rows inserted
[2024-12-19T06:51:52.514+0000] {logging_mixin.py:190} INFO - Batch 378: 1000 rows inserted
[2024-12-19T06:51:52.568+0000] {logging_mixin.py:190} INFO - Batch 379: 1000 rows inserted
[2024-12-19T06:51:52.616+0000] {logging_mixin.py:190} INFO - Batch 380: 1000 rows inserted
[2024-12-19T06:51:52.677+0000] {logging_mixin.py:190} INFO - Batch 381: 1000 rows inserted
[2024-12-19T06:51:52.757+0000] {logging_mixin.py:190} INFO - Batch 382: 1000 rows inserted
[2024-12-19T06:51:52.812+0000] {logging_mixin.py:190} INFO - Batch 383: 1000 rows inserted
[2024-12-19T06:51:52.863+0000] {logging_mixin.py:190} INFO - Batch 384: 1000 rows inserted
[2024-12-19T06:51:52.920+0000] {logging_mixin.py:190} INFO - Batch 385: 1000 rows inserted
[2024-12-19T06:51:52.986+0000] {logging_mixin.py:190} INFO - Batch 386: 1000 rows inserted
[2024-12-19T06:51:53.059+0000] {logging_mixin.py:190} INFO - Batch 387: 1000 rows inserted
[2024-12-19T06:51:53.111+0000] {logging_mixin.py:190} INFO - Batch 388: 1000 rows inserted
[2024-12-19T06:51:53.163+0000] {logging_mixin.py:190} INFO - Batch 389: 1000 rows inserted
[2024-12-19T06:51:53.215+0000] {logging_mixin.py:190} INFO - Batch 390: 1000 rows inserted
[2024-12-19T06:51:53.268+0000] {logging_mixin.py:190} INFO - Batch 391: 1000 rows inserted
[2024-12-19T06:51:53.323+0000] {logging_mixin.py:190} INFO - Batch 392: 1000 rows inserted
[2024-12-19T06:51:53.375+0000] {logging_mixin.py:190} INFO - Batch 393: 1000 rows inserted
[2024-12-19T06:51:53.434+0000] {logging_mixin.py:190} INFO - Batch 394: 1000 rows inserted
[2024-12-19T06:51:53.502+0000] {logging_mixin.py:190} INFO - Batch 395: 1000 rows inserted
[2024-12-19T06:51:53.554+0000] {logging_mixin.py:190} INFO - Batch 396: 1000 rows inserted
[2024-12-19T06:51:53.608+0000] {logging_mixin.py:190} INFO - Batch 397: 1000 rows inserted
[2024-12-19T06:51:53.665+0000] {logging_mixin.py:190} INFO - Batch 398: 1000 rows inserted
[2024-12-19T06:51:53.728+0000] {logging_mixin.py:190} INFO - Batch 399: 1000 rows inserted
[2024-12-19T06:51:53.798+0000] {logging_mixin.py:190} INFO - Batch 400: 1000 rows inserted
[2024-12-19T06:51:53.849+0000] {logging_mixin.py:190} INFO - Batch 401: 1000 rows inserted
[2024-12-19T06:51:53.901+0000] {logging_mixin.py:190} INFO - Batch 402: 1000 rows inserted
[2024-12-19T06:51:53.957+0000] {logging_mixin.py:190} INFO - Batch 403: 1000 rows inserted
[2024-12-19T06:51:54.032+0000] {logging_mixin.py:190} INFO - Batch 404: 1000 rows inserted
[2024-12-19T06:51:54.082+0000] {logging_mixin.py:190} INFO - Batch 405: 1000 rows inserted
[2024-12-19T06:51:54.131+0000] {logging_mixin.py:190} INFO - Batch 406: 1000 rows inserted
[2024-12-19T06:51:54.186+0000] {logging_mixin.py:190} INFO - Batch 407: 1000 rows inserted
[2024-12-19T06:51:54.252+0000] {logging_mixin.py:190} INFO - Batch 408: 1000 rows inserted
[2024-12-19T06:51:54.305+0000] {logging_mixin.py:190} INFO - Batch 409: 1000 rows inserted
[2024-12-19T06:51:54.357+0000] {logging_mixin.py:190} INFO - Batch 410: 1000 rows inserted
[2024-12-19T06:51:54.410+0000] {logging_mixin.py:190} INFO - Batch 411: 1000 rows inserted
[2024-12-19T06:51:54.475+0000] {logging_mixin.py:190} INFO - Batch 412: 1000 rows inserted
[2024-12-19T06:51:54.539+0000] {logging_mixin.py:190} INFO - Batch 413: 1000 rows inserted
[2024-12-19T06:51:54.589+0000] {logging_mixin.py:190} INFO - Batch 414: 1000 rows inserted
[2024-12-19T06:51:54.625+0000] {logging_mixin.py:190} INFO - Batch 415: 1000 rows inserted
[2024-12-19T06:51:54.681+0000] {logging_mixin.py:190} INFO - Batch 416: 1000 rows inserted
[2024-12-19T06:51:54.741+0000] {logging_mixin.py:190} INFO - Batch 417: 1000 rows inserted
[2024-12-19T06:51:54.780+0000] {logging_mixin.py:190} INFO - Batch 418: 1000 rows inserted
[2024-12-19T06:51:54.817+0000] {logging_mixin.py:190} INFO - Batch 419: 1000 rows inserted
[2024-12-19T06:51:54.854+0000] {logging_mixin.py:190} INFO - Batch 420: 1000 rows inserted
[2024-12-19T06:51:54.894+0000] {logging_mixin.py:190} INFO - Batch 421: 1000 rows inserted
[2024-12-19T06:51:54.941+0000] {logging_mixin.py:190} INFO - Batch 422: 1000 rows inserted
[2024-12-19T06:51:55.012+0000] {logging_mixin.py:190} INFO - Batch 423: 1000 rows inserted
[2024-12-19T06:51:55.057+0000] {logging_mixin.py:190} INFO - Batch 424: 1000 rows inserted
[2024-12-19T06:51:55.113+0000] {logging_mixin.py:190} INFO - Batch 425: 1000 rows inserted
[2024-12-19T06:51:55.166+0000] {logging_mixin.py:190} INFO - Batch 426: 1000 rows inserted
[2024-12-19T06:51:55.222+0000] {logging_mixin.py:190} INFO - Batch 427: 1000 rows inserted
[2024-12-19T06:51:55.296+0000] {logging_mixin.py:190} INFO - Batch 428: 1000 rows inserted
[2024-12-19T06:51:55.354+0000] {logging_mixin.py:190} INFO - Batch 429: 1000 rows inserted
[2024-12-19T06:51:55.404+0000] {logging_mixin.py:190} INFO - Batch 430: 1000 rows inserted
[2024-12-19T06:51:55.452+0000] {logging_mixin.py:190} INFO - Batch 431: 1000 rows inserted
[2024-12-19T06:51:55.514+0000] {logging_mixin.py:190} INFO - Batch 432: 1000 rows inserted
[2024-12-19T06:51:55.582+0000] {logging_mixin.py:190} INFO - Batch 433: 1000 rows inserted
[2024-12-19T06:51:55.926+0000] {logging_mixin.py:190} INFO - Batch 434: 1000 rows inserted
[2024-12-19T06:51:55.995+0000] {logging_mixin.py:190} INFO - Batch 435: 1000 rows inserted
[2024-12-19T06:51:56.082+0000] {logging_mixin.py:190} INFO - Batch 436: 1000 rows inserted
[2024-12-19T06:51:56.187+0000] {logging_mixin.py:190} INFO - Batch 437: 1000 rows inserted
[2024-12-19T06:51:56.272+0000] {logging_mixin.py:190} INFO - Batch 438: 1000 rows inserted
[2024-12-19T06:51:56.363+0000] {logging_mixin.py:190} INFO - Batch 439: 1000 rows inserted
[2024-12-19T06:51:56.441+0000] {logging_mixin.py:190} INFO - Batch 440: 1000 rows inserted
[2024-12-19T06:51:56.529+0000] {logging_mixin.py:190} INFO - Batch 441: 1000 rows inserted
[2024-12-19T06:51:56.592+0000] {logging_mixin.py:190} INFO - Batch 442: 1000 rows inserted
[2024-12-19T06:51:56.649+0000] {logging_mixin.py:190} INFO - Batch 443: 1000 rows inserted
[2024-12-19T06:51:56.764+0000] {logging_mixin.py:190} INFO - Batch 444: 1000 rows inserted
[2024-12-19T06:51:56.827+0000] {logging_mixin.py:190} INFO - Batch 445: 1000 rows inserted
[2024-12-19T06:51:56.882+0000] {logging_mixin.py:190} INFO - Batch 446: 1000 rows inserted
[2024-12-19T06:51:56.937+0000] {logging_mixin.py:190} INFO - Batch 447: 1000 rows inserted
[2024-12-19T06:51:56.992+0000] {logging_mixin.py:190} INFO - Batch 448: 1000 rows inserted
[2024-12-19T06:51:57.073+0000] {logging_mixin.py:190} INFO - Batch 449: 1000 rows inserted
[2024-12-19T06:51:57.172+0000] {logging_mixin.py:190} INFO - Batch 450: 1000 rows inserted
[2024-12-19T06:51:57.253+0000] {logging_mixin.py:190} INFO - Batch 451: 1000 rows inserted
[2024-12-19T06:51:57.330+0000] {logging_mixin.py:190} INFO - Batch 452: 1000 rows inserted
[2024-12-19T06:51:57.411+0000] {logging_mixin.py:190} INFO - Batch 453: 1000 rows inserted
[2024-12-19T06:51:57.490+0000] {logging_mixin.py:190} INFO - Batch 454: 1000 rows inserted
[2024-12-19T06:51:57.569+0000] {logging_mixin.py:190} INFO - Batch 455: 1000 rows inserted
[2024-12-19T06:51:57.662+0000] {logging_mixin.py:190} INFO - Batch 456: 1000 rows inserted
[2024-12-19T06:51:57.733+0000] {logging_mixin.py:190} INFO - Batch 457: 1000 rows inserted
[2024-12-19T06:51:57.798+0000] {logging_mixin.py:190} INFO - Batch 458: 1000 rows inserted
[2024-12-19T06:51:57.894+0000] {logging_mixin.py:190} INFO - Batch 459: 1000 rows inserted
[2024-12-19T06:51:58.010+0000] {logging_mixin.py:190} INFO - Batch 460: 1000 rows inserted
[2024-12-19T06:51:58.087+0000] {logging_mixin.py:190} INFO - Batch 461: 1000 rows inserted
[2024-12-19T06:51:58.160+0000] {logging_mixin.py:190} INFO - Batch 462: 1000 rows inserted
[2024-12-19T06:51:58.217+0000] {logging_mixin.py:190} INFO - Batch 463: 1000 rows inserted
[2024-12-19T06:51:58.283+0000] {logging_mixin.py:190} INFO - Batch 464: 1000 rows inserted
[2024-12-19T06:51:58.362+0000] {logging_mixin.py:190} INFO - Batch 465: 1000 rows inserted
[2024-12-19T06:51:58.430+0000] {logging_mixin.py:190} INFO - Batch 466: 1000 rows inserted
[2024-12-19T06:51:58.492+0000] {logging_mixin.py:190} INFO - Batch 467: 1000 rows inserted
[2024-12-19T06:51:58.550+0000] {logging_mixin.py:190} INFO - Batch 468: 1000 rows inserted
[2024-12-19T06:51:58.639+0000] {logging_mixin.py:190} INFO - Batch 469: 1000 rows inserted
[2024-12-19T06:51:58.726+0000] {logging_mixin.py:190} INFO - Batch 470: 1000 rows inserted
[2024-12-19T06:51:58.777+0000] {logging_mixin.py:190} INFO - Batch 471: 1000 rows inserted
[2024-12-19T06:51:58.830+0000] {logging_mixin.py:190} INFO - Batch 472: 1000 rows inserted
[2024-12-19T06:51:58.889+0000] {logging_mixin.py:190} INFO - Batch 473: 1000 rows inserted
[2024-12-19T06:51:58.964+0000] {logging_mixin.py:190} INFO - Batch 474: 1000 rows inserted
[2024-12-19T06:51:59.047+0000] {logging_mixin.py:190} INFO - Batch 475: 1000 rows inserted
[2024-12-19T06:51:59.120+0000] {logging_mixin.py:190} INFO - Batch 476: 1000 rows inserted
[2024-12-19T06:51:59.240+0000] {logging_mixin.py:190} INFO - Batch 477: 1000 rows inserted
[2024-12-19T06:51:59.347+0000] {logging_mixin.py:190} INFO - Batch 478: 1000 rows inserted
[2024-12-19T06:51:59.436+0000] {logging_mixin.py:190} INFO - Batch 479: 1000 rows inserted
[2024-12-19T06:51:59.543+0000] {logging_mixin.py:190} INFO - Batch 480: 1000 rows inserted
[2024-12-19T06:51:59.617+0000] {logging_mixin.py:190} INFO - Batch 481: 1000 rows inserted
[2024-12-19T06:51:59.707+0000] {logging_mixin.py:190} INFO - Batch 482: 1000 rows inserted
[2024-12-19T06:51:59.784+0000] {logging_mixin.py:190} INFO - Batch 483: 1000 rows inserted
[2024-12-19T06:51:59.868+0000] {logging_mixin.py:190} INFO - Batch 484: 1000 rows inserted
[2024-12-19T06:51:59.928+0000] {logging_mixin.py:190} INFO - Batch 485: 1000 rows inserted
[2024-12-19T06:52:00.008+0000] {logging_mixin.py:190} INFO - Batch 486: 1000 rows inserted
[2024-12-19T06:52:00.075+0000] {logging_mixin.py:190} INFO - Batch 487: 1000 rows inserted
[2024-12-19T06:52:00.141+0000] {logging_mixin.py:190} INFO - Batch 488: 1000 rows inserted
[2024-12-19T06:52:00.247+0000] {logging_mixin.py:190} INFO - Batch 489: 1000 rows inserted
[2024-12-19T06:52:00.305+0000] {logging_mixin.py:190} INFO - Batch 490: 1000 rows inserted
[2024-12-19T06:52:00.360+0000] {logging_mixin.py:190} INFO - Batch 491: 1000 rows inserted
[2024-12-19T06:52:00.414+0000] {logging_mixin.py:190} INFO - Batch 492: 1000 rows inserted
[2024-12-19T06:52:00.482+0000] {logging_mixin.py:190} INFO - Batch 493: 1000 rows inserted
[2024-12-19T06:52:00.561+0000] {logging_mixin.py:190} INFO - Batch 494: 1000 rows inserted
[2024-12-19T06:52:00.623+0000] {logging_mixin.py:190} INFO - Batch 495: 1000 rows inserted
[2024-12-19T06:52:00.698+0000] {logging_mixin.py:190} INFO - Batch 496: 1000 rows inserted
[2024-12-19T06:52:00.759+0000] {logging_mixin.py:190} INFO - Batch 497: 1000 rows inserted
[2024-12-19T06:52:00.830+0000] {logging_mixin.py:190} INFO - Batch 498: 1000 rows inserted
[2024-12-19T06:52:00.905+0000] {logging_mixin.py:190} INFO - Batch 499: 1000 rows inserted
[2024-12-19T06:52:00.970+0000] {logging_mixin.py:190} INFO - Batch 500: 1000 rows inserted
[2024-12-19T06:52:01.049+0000] {logging_mixin.py:190} INFO - Batch 501: 1000 rows inserted
[2024-12-19T06:52:01.125+0000] {logging_mixin.py:190} INFO - Batch 502: 1000 rows inserted
[2024-12-19T06:52:01.213+0000] {logging_mixin.py:190} INFO - Batch 503: 1000 rows inserted
[2024-12-19T06:52:01.294+0000] {logging_mixin.py:190} INFO - Batch 504: 1000 rows inserted
[2024-12-19T06:52:01.355+0000] {logging_mixin.py:190} INFO - Batch 505: 1000 rows inserted
[2024-12-19T06:52:01.411+0000] {logging_mixin.py:190} INFO - Batch 506: 1000 rows inserted
[2024-12-19T06:52:01.475+0000] {logging_mixin.py:190} INFO - Batch 507: 1000 rows inserted
[2024-12-19T06:52:01.547+0000] {logging_mixin.py:190} INFO - Batch 508: 1000 rows inserted
[2024-12-19T06:52:01.607+0000] {logging_mixin.py:190} INFO - Batch 509: 1000 rows inserted
[2024-12-19T06:52:01.675+0000] {logging_mixin.py:190} INFO - Batch 510: 1000 rows inserted
[2024-12-19T06:52:01.732+0000] {logging_mixin.py:190} INFO - Batch 511: 1000 rows inserted
[2024-12-19T06:52:02.072+0000] {logging_mixin.py:190} INFO - Batch 512: 1000 rows inserted
[2024-12-19T06:52:02.145+0000] {logging_mixin.py:190} INFO - Batch 513: 1000 rows inserted
